Author,Reference,Highlight,Publishing date,Year,Cell,Wafer doping,Wafer type,Wafer initial surface,Resitivity,Thickness,Junction location,Rear texture,Front texture,Protection layer,Texturing process,Protection layer removal,Cleaning,Emitter type,Sheet resistance,Emitter process,BSF Sheet resistance,BSF type,BSF process,Annealing temperature ©,Annealing time (min),Passivation front,Passivation front process,interconnection,Inter-layer,Inter-layer thicknes,Inter-layer process,Inter-layer process temperature,Annealing temperature ©,Annealing time (min),Clean before perovskite,Photolithography,Oxidation time,Oxidation temperature,Surface removal,Surface removal process,Rear passivation,Rear local contact,Rear passivation process,Rear metal,Rear electrode,Rear TCO thickness,Rear metal thickness,Rear metal order,Rear metal process,Annealing temperature,Annealing time,Surface removal,Surface removal process,Perovskite polarity,ETL,HTL,Cell isolation,Substrate area,Cell area,Cell active area,Buffer layer,Front electrode,Front metal,Front TCO,Front TCO thickness,Total front TCO thickness,Front TCO process,Front metal thickness [nm],Grid,Finger width [um],Finger spacing [mm],Front metal process,Scan direction,Bandgap,Voc tandem,Jsc tandem,FF tandem,n tandem,Jsc silicon,Jsc perovskite,Certified,Stability conditions,Stability result,Damp heat,Voc silicon,FF silicon,n silicon,Jsc silicon cell,Obs,
Oxford PV,https://onlinelibrary.wiley.com/doi/10.1002/pip.3171,Record conversion efficiency at the time,01/12/2018,2018,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.03,1.03,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Forward,Not clear,1802,19.75,78.7,28,Not clear,Not clear,Yes,,,,,,,,,
Oxford PV,https://onlinelibrary.wiley.com/doi/10.1002/pip.3171,Record conversion efficiency at the time,01/12/2018,2018,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.03,1.03,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Reverse,Not clear,1802,19.75,78.7,28,Not clear,Not clear,Yes,,,,,,,,,
Oxford PV,https://onlinelibrary.wiley.com/doi/10.1002/pip.3444,Record conversion efficiency at the time,14/12/2020,2018,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.121,1.121,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Reverse,Not clear,1884,20.26,77.3,29.5,Not clear,Not clear,Yes,,,,,,,,,
Oxford PV,https://onlinelibrary.wiley.com/doi/10.1002/pip.3444,Record conversion efficiency at the time,14/12/2020,2018,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.121,1.121,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Forward,Not clear,1884,20.26,77.3,29.5,Not clear,Not clear,Yes,,,,,,,,,
Tockhorn et al.,https://www.nature.com/articles/s41565-022-01228-8,Nano-optical design for 29.8% conversion efficiency,24/10/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Rear,Textured,Sinusoidal nanostructure,Not clear,lithography/KOH,photoresist,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,None,None,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,None,None,None,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,Doped InOx/Ag/SiO2/Ag,20,Not clear/400,Before,screen-printing+sputtering,210,5,Not clear,Not clear,p-i-n,LiF/C60,Me-4PACz,Laser,6.25,1.1,1.0163,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,100,No,None,None,evaporation,Forward,1.66,1920,19.48,79.4,29.75,19.88,20.03,Yes,,,,,,,,,
Tockhorn et al.,https://www.nature.com/articles/s41565-022-01228-8,Nano-optical design for 29.8% conversion efficiency,24/10/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Rear,Textured,Sinusoidal nanostructure,Not clear,lithography/KOH,photoresist,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,None,None,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,None,None,None,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,Doped InOx/Ag/SiO2/Ag,20,Not clear/400,Before,screen-printing+sputtering,210,5,Not clear,Not clear,p-i-n,LiF/C60,Me-4PACz,Laser,6.25,1.1,1.0163,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,100,No,None,None,evaporation,Reverse,1.66,1920,19.48,79.4,29.75,19.88,20.03,Yes,,,,,,,,,
Tockhorn et al.,https://www.nature.com/articles/s41565-022-01228-8,Nano-optical design for 29.8% conversion efficiency,24/10/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Rear,Textured,Sinusoidal nanostructure,Not clear,lithography/KOH,photoresist,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,None,None,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,None,None,None,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,Doped InOx/Ag/SiO2/Ag,20,Not clear/400,Before,screen-printing+sputtering,210,5,Not clear,Not clear,p-i-n,LiF/C60,Me-4PACz,Laser,6.25,1.1,1.0163,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,100,No,None,None,evaporation,Tracking,1.66,,,,29.8,19.88,20.03,Yes,,,,,,,,,
Tockhorn et al.,https://www.nature.com/articles/s41565-022-01228-8,Nano-optical design for 29.8% conversion efficiency,24/10/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Rear,Textured,Planar,Not clear,None/KOH,Not clear,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,None,None,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,None,None,None,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,Doped InOx,120,400,Before,Sputtering,210,15,Not clear,Not clear,p-i-n,LiF/C60,Me-4PACz,Laser,6.25,1.1,1.0163,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,100,No,None,None,evaporation,Forward,1.68,1880,19.45,80.83,29.54,19.56,20.08,No,,,,,,,,,
Tockhorn et al.,https://www.nature.com/articles/s41565-022-01228-8,Nano-optical design for 29.8% conversion efficiency,24/10/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Rear,Textured,Planar,Not clear,None/KOH,Not clear,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,None,None,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,None,None,None,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,Doped InOx,120,400,Before,Sputtering,210,15,Not clear,Not clear,p-i-n,LiF/C60,Me-4PACz,Laser,6.25,1.1,1.0163,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,100,No,None,None,evaporation,Reverse,1.68,1880,19.45,80.83,29.54,19.56,20.08,No,,,,,,,,,
Tockhorn et al.,https://www.nature.com/articles/s41565-022-01228-8,Nano-optical design for 29.8% conversion efficiency,24/10/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Rear,Textured,Sinusoidal nanostructure,Not clear,lithography/KOH,Not clear,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,None,None,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,None,None,None,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,Doped InOx,120,400,Before,Sputtering,210,15,Not clear,Not clear,p-i-n,LiF/C60,Me-4PACz,Laser,6.25,1.1,1.0163,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,100,No,None,None,evaporation,Forward,1.68,1900,19.45,80.9,29.83,19.76,20.46,No,,,,,,,,,
Tockhorn et al.,https://www.nature.com/articles/s41565-022-01228-8,Nano-optical design for 29.8% conversion efficiency,24/10/2022,2022,heterojunction,n-type,FZ,DSP,1 - 5,280,Rear,Textured,Sinusoidal nanostructure,Not clear,lithography/KOH,Not clear,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,None,None,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,None,None,None,Not clear,,,,,,a-Si:H(i),Yes,PECVD,Ag,Doped InOx,120,400,Before,Sputtering,210,15,Not clear,Not clear,p-i-n,LiF/C60,Me-4PACz,Laser,6.25,1.1,1.0163,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,100,No,None,None,evaporation,Reverse,1.68,1900,19.45,80.9,29.83,19.76,20.46,No,,,,,,,,,
EPFL/CSEM,https://onlinelibrary.wiley.com/doi/10.1002/pip.3646,First to exceed 30% conversion efficiency,17/06/2022,2022,heterojunction,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.1677,1.1677,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Forward,Not clear,1913,20.47,79.8,31.3,Not clear,Not clear,Yes,,,,,,,,,
EPFL/CSEM,https://onlinelibrary.wiley.com/doi/10.1002/pip.3646,First to exceed 30% conversion efficiency,17/06/2022,2022,heterojunction,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.1677,1.1677,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Reverse,Not clear,1913,20.47,79.8,31.3,Not clear,Not clear,Yes,,,,,,,,,
HZB,https://www.pv-tech.org/hzb-reaches-32-5-perovskite-silicon-tandem-cell-efficiency-reclaiming-world-record/,Record conversion efficiency at the time,23/11/2022,2022,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.014,1.014,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Forward,Not clear,1979,20.24,81.2,32.5,Not clear,Not clear,Yes,,,,,,,,,
HZB,https://www.pv-tech.org/hzb-reaches-32-5-perovskite-silicon-tandem-cell-efficiency-reclaiming-world-record/,Record conversion efficiency at the time,23/11/2022,2022,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,1.014,1.014,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Reverse,Not clear,1979,20.24,81.2,32.5,Not clear,Not clear,Yes,,,,,,,,,
Zheng et al.,https://pubs.rsc.org/en/content/articlehtml/2023/ee/d2ee04007g,Ulta-thin TCOs as interconnection layers,26/01/2023,2023,SHJ,n-type,FZ,DSP,1 - 5,280,Front,Planar,Planar,Not clear,None,None,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,1.7,sputtering,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,70,200,Before,evaporation,None,None,Not clear,Not clear,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,1,1,MoOx,ITO/Ag,Ag,ITO,135,135,sputtering,230,Yes,Not clear,Not clear,evaporation,Reverse,Not clear,1819,18.1,82.4,27.2,18.11,18.47,No,"Encapsulated deviecs, 1-sun, 25 C, 60% relative humidity",98% initial PCE after 600h,,,,,,,
Zheng et al.,https://pubs.rsc.org/en/content/articlehtml/2023/ee/d2ee04007g,Ulta-thin TCOs as interconnection layers,26/01/2023,2023,SHJ,n-type,FZ,DSP,1 - 5,280,Front,Planar,Planar,Not clear,None,None,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,1.7,sputtering,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,70,200,Before,evaporation,None,None,Not clear,Not clear,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,1,1,MoOx,ITO/Ag,Ag,ITO,135,135,sputtering,230,Yes,Not clear,Not clear,evaporation,Forward,Not clear,1804,18.1,80.6,26.4,18.11,18.47,No,"Encapsulated deviecs, 1-sun, 25 C, 60% relative humidity",98% initial PCE after 600h,,,,,,,
Zheng et al.,https://pubs.rsc.org/en/content/articlehtml/2023/ee/d2ee04007g,Ulta-thin TCOs as interconnection layers,26/01/2023,2023,SHJ,n-type,FZ,DSP,1 - 5,280,Front,Planar,Planar,Not clear,None,None,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,1.7,sputtering,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,70,200,Before,evaporation,None,None,Not clear,Not clear,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,1,1,MoOx,ITO/Ag,Ag,ITO,135,135,sputtering,230,Yes,Not clear,Not clear,evaporation,Tracking,Not clear,,,,27,18.11,18.47,No,"Encapsulated deviecs, 1-sun, 25 C, 60% relative humidity",98% initial PCE after 600h,,,,,,,
Zheng et al.,https://pubs.rsc.org/en/content/articlehtml/2023/ee/d2ee04007g,Ulta-thin TCOs as interconnection layers,26/01/2023,2023,SHJ,n-type,FZ,DSP,1 - 5,280,Front,Planar,Planar,Not clear,None,None,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,1.7,sputtering,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,70,200,Before,evaporation,None,None,Not clear,Not clear,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,1,1,MoOx,ITO/Ag,Ag,ITO,135,135,sputtering,230,Yes,Not clear,Not clear,evaporation,Reverse,Not clear,1771,18,76,24.2,18.04,18.6,No,,,,,,,,,
Zheng et al.,https://pubs.rsc.org/en/content/articlehtml/2023/ee/d2ee04007g,Ulta-thin TCOs as interconnection layers,26/01/2023,2023,SHJ,n-type,FZ,DSP,1 - 5,280,Front,Planar,Planar,Not clear,None,None,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,1.7,sputtering,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,70,200,Before,evaporation,None,None,Not clear,Not clear,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,1,1,MoOx,ITO/Ag,Ag,ITO,135,135,sputtering,230,Yes,Not clear,Not clear,evaporation,Forward,Not clear,1770,17.9,74.5,23.7,18.04,18.6,No,,,,,,,,,
Zheng et al.,https://pubs.rsc.org/en/content/articlehtml/2023/ee/d2ee04007g,Ulta-thin TCOs as interconnection layers,26/01/2023,2023,SHJ,n-type,FZ,DSP,1 - 5,280,Front,Planar,Planar,Not clear,None,None,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,1.7,sputtering,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,70,200,Before,evaporation,None,None,Not clear,Not clear,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,1,1,MoOx,ITO/Ag,Ag,ITO,135,135,sputtering,230,Yes,Not clear,Not clear,evaporation,Tracking,Not clear,,,,23.9,18.04,18.6,No,,,,,,,,,
Zheng et al.,https://pubs.rsc.org/en/content/articlehtml/2023/ee/d2ee04007g,Ulta-thin TCOs as interconnection layers,26/01/2023,2023,SHJ,n-type,FZ,FSP,7 - 10,250,Front,Textured,Planar,Not clear,None,None,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,1.7,sputtering,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,70,200,Before,evaporation,None,None,Not clear,Not clear,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,1,1,MoOx,ITO/Ag,Ag,ITO,135,135,sputtering,230,Yes,Not clear,Not clear,evaporation,Reverse,Not clear,1777,17.6,67.5,21.1,18.92,18.15,No,,,,,,,,,
Zheng et al.,https://pubs.rsc.org/en/content/articlehtml/2023/ee/d2ee04007g,Ulta-thin TCOs as interconnection layers,26/01/2023,2023,SHJ,n-type,FZ,FSP,7 - 10,250,Front,Textured,Planar,Not clear,None,None,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,1.7,sputtering,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,70,200,Before,evaporation,None,None,Not clear,Not clear,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,1,1,MoOx,ITO/Ag,Ag,ITO,135,135,sputtering,230,Yes,Not clear,Not clear,evaporation,Forward,Not clear,1772,17.7,62.3,19.5,18.92,18.15,No,,,,,,,,,
Zheng et al.,https://pubs.rsc.org/en/content/articlehtml/2023/ee/d2ee04007g,Ulta-thin TCOs as interconnection layers,26/01/2023,2023,SHJ,n-type,FZ,FSP,7 - 10,250,Front,Textured,Planar,Not clear,None,None,Ozone + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,1.7,sputtering,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,70,200,Before,evaporation,None,None,Not clear,Not clear,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,1,1,MoOx,ITO/Ag,Ag,ITO,135,135,sputtering,230,Yes,Not clear,Not clear,evaporation,Tracking,Not clear,,,,20.4,18.92,18.15,No,,,,,,,,,
Mariotti et al.,https://www.science.org/doi/10.1126/science.adf5872,Interface engineering enabling a conversion efficiency of 32.5%,06/07/2023,2023,SHJ,Not clear,FZ,DSP,3,280,Not clear,Textured,Planar,SiO2 - PECVD,Not clear,HF dip,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,Not clear,None,None,Not clear,None,,,,,a-Si:H(i),Yes - Ag/TCO,PECVD,Ag,Doped InOx/Ag/SiO2/Ag,30,400,Before,screen-printing+sputtering,210,10,,,p-i-n,C60/PI,Me-4PACz,Not clear,6.25,1.3,1.0139,SnO2,IZO/Ag,Ag,IZO,40,40,sputtering,550,Yes,30,2.6,evaporation,quasi steady state,,1980,20.24,81.18,32.5,21.172,20.302,Yes,,,,,,,,,
Mariotti et al.,https://www.science.org/doi/10.1126/science.adf5872,Interface engineering enabling a conversion efficiency of 32.5%,06/07/2023,2023,SHJ,Not clear,FZ,DSP,3,280,Not clear,Textured,Planar,SiO2 - PECVD,Not clear,HF dip,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,Not clear,None,None,Not clear,None,,,,,a-Si:H(i),Yes - Ag/TCO,PECVD,Ag,Doped InOx/Ag/SiO2/Ag,30,400,Before,screen-printing+sputtering,210,10,,,p-i-n,C60/PI,Me-4PACz,Not clear,6.25,1.3,1.0139,SnO2,IZO/Ag,Ag,IZO,40,40,sputtering,550,Yes,30,2.6,evaporation,Forward,,1980,20.44,79.04,32.06,21.172,20.302,No,,,,,,,,,
Mariotti et al.,https://www.science.org/doi/10.1126/science.adf5872,Interface engineering enabling a conversion efficiency of 32.5%,06/07/2023,2023,SHJ,Not clear,FZ,DSP,3,280,Not clear,Textured,Planar,SiO2 - PECVD,Not clear,HF dip,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,Not clear,None,None,Not clear,None,,,,,a-Si:H(i),Yes - Ag/TCO,PECVD,Ag,Doped InOx/Ag/SiO2/Ag,30,400,Before,screen-printing+sputtering,210,10,,,p-i-n,C60/PI,Me-4PACz,Not clear,6.25,1.3,1.0139,SnO2,IZO/Ag,Ag,IZO,40,40,sputtering,550,Yes,30,2.6,evaporation,Reverse,,1990,20.44,80.53,32.74,21.172,20.302,No,,,,,,,,,
Chin et al.,https://www.science.org/doi/full/10.1126/science.adg0091,Interface engineering enabling a conversion efficiency of 31.25%,06/07/2023,2023,SHJ,n-type,FZ,Not clear,2,180,Rear,Textured,Textured,None,alkaline,-,Wet chemical cleaning proceedure + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n)/nc-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,Not clear,sputtering,Not clear,210,30,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,210,30,,,p-i-n,C60,Me-4PACz,Laser,6.25,1.56,1.1677,SnO2,IZO/Ag,Ag,IZO,40-50,40-50,sputtering,800,Yes,80,3.6,evaporation,Asymptotic maximum power,1.7,1913.1,20.473,79.8,31.25,20.81,20.67,Yes,"Stable for over 360 days at room temperature and N2 ambient. Retained 80% of its initial PCE after 66 hours under 20-30% relative humidity, 65 C, 1-sun illumination.",,,,,,,,
Chin et al.,https://www.science.org/doi/full/10.1126/science.adg0091,Interface engineering enabling a conversion efficiency of 31.25%,06/07/2023,2023,SHJ,n-type,FZ,Not clear,2,180,Rear,Textured,Textured,None,alkaline,-,Wet chemical cleaning proceedure + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n)/nc-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,Not clear,sputtering,Not clear,210,30,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,210,30,,,p-i-n,C60,Me-4PACz,Laser,6.25,1.56,1.1677,SnO2,IZO/Ag,Ag,IZO,40-50,40-50,sputtering,800,Yes,80,3.6,evaporation,Forward,1.7,1896,20.43,79.12,30.64,,,No,"Stable for over 360 days at room temperature and N2 ambient. Retained 80% of its initial PCE after 66 hours under 20-30% relative humidity, 65 C, 1-sun illumination.",,,,,,,,
Chin et al.,https://www.science.org/doi/full/10.1126/science.adg0091,Interface engineering enabling a conversion efficiency of 31.25%,06/07/2023,2023,SHJ,n-type,FZ,Not clear,2,180,Rear,Textured,Textured,None,alkaline,-,Wet chemical cleaning proceedure + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n)/nc-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,Not clear,sputtering,Not clear,210,30,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,210,30,,,p-i-n,C60,Me-4PACz,Laser,6.25,1.56,1.1677,SnO2,IZO/Ag,Ag,IZO,40-50,40-50,sputtering,800,Yes,80,3.6,evaporation,Reverse,1.7,1895,20.43,79.23,30.67,,,No,"Stable for over 360 days at room temperature and N2 ambient. Retained 80% of its initial PCE after 66 hours under 20-30% relative humidity, 65 C, 1-sun illumination.",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
